Date,Year,AvgTemp,Radiation
20001219,2000,520.03,982.87
20001220,2000,572.35,54.13
20001221,2000,862.79,316.57
20001222,2000,55.19,959.29
20001223,2000,-242.28,439.38
20001224,2000,285.35,604.34
20001225,2000,1412.81,569.74
20001226,2000,-125.74,140.69
20001227,2000,1307.97,731.10
20001228,2000,587.61,58.31
20001229,2000,413.82,537.96
20001230,2000,1264.08,552.64
20001231,2000,417.21,201.85
20010101,2001,948.34,750.42
20010102,2001,298.05,896.18
20010103,2001,1308.09,979.07
20010104,2001,880.05,26.82
20010105,2001,899.24,309.72
20010106,2001,155.44,924.82
20010107,2001,1013.56,50.51
20010108,2001,772.12,272.03
20010109,2001,-19.96,533.39
20010110,2001,-178.92,740.20
20010111,2001,1092.78,228.06
20010112,2001,1418.33,300.34
20010113,2001,416.28,194.54
20010114,2001,681.97,443.06
20010115,2001,1215.45,504.35
20010116,2001,414.45,899.23
20010117,2001,1403.75,770.75
20010118,2001,651.50,715.35
20010119,2001,1141.53,572.67
20010120,2001,1317.69,328.58
20010121,2001,1131.05,70.08
20010122,2001,-181.17,258.81
20010123,2001,757.80,194.69
20010124,2001,296.87,227.90
20010125,2001,-374.57,226.77
20010126,2001,348.06,430.55
20010127,2001,17.37,380.71
20010128,2001,1198.08,337.05
20010129,2001,-433.39,881.24
20010130,2001,1417.97,202.74
20010131,2001,210.74,163.65
20010201,2001,213.41,76.00
20010202,2001,-467.34,924.86
20010203,2001,-129.54,194.35
20010204,2001,302.52,572.27
20010205,2001,1358.58,373.72
20010206,2001,-300.77,555.30
20010207,2001,1390.60,642.57
20010208,2001,1238.98,840.08
20010209,2001,408.32,507.26
20010210,2001,153.40,327.24
20010211,2001,-34.51,181.08
20010212,2001,728.93,606.82
20010213,2001,-433.85,132.00
20010214,2001,-468.79,855.81
20010215,2001,357.59,27.79
20010216,2001,-363.85,845.30
20010217,2001,3.88,219.25
20010218,2001,-57.68,487.86
20010219,2001,6.38,730.52
20010220,2001,-237.89,784.17
20010221,2001,-475.93,401.78
20010222,2001,-269.03,499.45
20010223,2001,736.96,29.57
20010224,2001,1448.51,344.03
20010225,2001,1480.69,261.58
20010226,2001,318.11,390.07
20010227,2001,-174.09,300.89
20010228,2001,777.52,159.74
20010301,2001,480.61,941.73
20010302,2001,1478.82,429.28
20010303,2001,-369.39,637.80
20010304,2001,1066.47,926.76
20010305,2001,76.80,572.47
20010306,2001,-17.16,127.00
20010307,2001,825.01,788.58
20010308,2001,-7.87,774.66
20010309,2001,831.72,404.61
20010310,2001,534.62,539.39
20010311,2001,348.18,424.89
20010312,2001,609.38,224.24
20010313,2001,74.10,762.92
20010314,2001,913.15,744.44
20010315,2001,329.71,647.06
20010316,2001,221.09,455.64
20010317,2001,1157.31,464.81
20010318,2001,1349.93,298.44
20010319,2001,-407.99,265.72
20010320,2001,-34.75,848.97
20010321,2001,197.04,859.37
20010322,2001,1129.93,15.34
20010323,2001,1470.98,719.61
20010324,2001,1437.94,329.92
20010325,2001,1309.90,919.35
20010326,2001,93.11,242.12
20010327,2001,1484.02,335.40
20010328,2001,-1.16,747.34
20010329,2001,-288.19,74.10
20010330,2001,1401.91,708.04
20010331,2001,-33.16,674.68
20010401,2001,879.54,304.02
20010402,2001,-383.29,712.77
20010403,2001,961.42,902.92
20010404,2001,1263.44,803.94
20010405,2001,44.87,517.84
20010406,2001,258.11,132.45
20010407,2001,248.59,892.34
20010408,2001,997.58,489.72
20010409,2001,-24.39,407.88
20010410,2001,-156.29,547.75
20010411,2001,398.58,213.55
20010412,2001,108.94,336.19
20010413,2001,1178.38,735.51
20010414,2001,-24.52,563.47
20010415,2001,504.78,762.28
20010416,2001,1385.17,761.96
20010417,2001,768.00,753.58
20010418,2001,1234.58,144.19
20010419,2001,1380.42,650.20
20010420,2001,1001.53,480.18
20010421,2001,899.15,62.09
20010422,2001,1435.93,835.05
20010423,2001,1488.80,219.72
20010424,2001,403.64,12.94
20010425,2001,-358.26,643.44
20010426,2001,85.59,172.11
20010427,2001,-195.29,61.71
20010428,2001,334.97,933.77
20010429,2001,-237.42,148.48
20010430,2001,708.24,520.05
20010501,2001,265.62,367.30
20010502,2001,1290.77,44.74
20010503,2001,1435.59,314.35
20010504,2001,593.77,350.47
20010505,2001,49.65,493.44
20010506,2001,684.46,706.73
20010507,2001,1293.52,999.98
20010508,2001,313.47,518.57
20010509,2001,604.16,942.75
20010510,2001,43.31,527.45
20010511,2001,410.89,593.68
20010512,2001,303.43,139.07
20010513,2001,-3.17,570.83
20010514,2001,511.73,260.56
20010515,2001,120.76,274.05
20010516,2001,246.07,433.88
20010517,2001,549.94,653.74
20010518,2001,1001.19,617.33
20010519,2001,167.01,306.28
20010520,2001,1348.32,28.75
20010521,2001,1224.64,244.05
20010522,2001,-402.62,452.83
20010523,2001,7.29,909.52
20010524,2001,392.27,610.36
20010525,2001,-290.74,877.51
20010526,2001,196.95,594.03
20010527,2001,980.20,443.17
20010528,2001,861.03,328.58
20010529,2001,744.77,970.09
20010530,2001,921.06,478.25
20010531,2001,-90.15,359.25
20010601,2001,183.40,907.73
20010602,2001,852.48,811.86
20010603,2001,1258.47,588.74
20010604,2001,587.36,566.06
20010605,2001,65.40,497.35
20010606,2001,-439.53,96.32
20010607,2001,920.67,687.50
20010608,2001,-484.23,375.53
20010609,2001,245.36,17.02
20010610,2001,561.07,726.06
20010611,2001,1344.22,129.31
20010612,2001,-321.01,797.92
20010613,2001,311.88,259.57
20010614,2001,-451.37,586.41
20010615,2001,185.22,569.76
20010616,2001,744.46,176.87
20010617,2001,58.14,439.04
20010618,2001,-80.50,819.04
20010619,2001,-268.59,971.98
20010620,2001,654.28,18.17
20010621,2001,890.54,146.65
20010622,2001,843.91,617.44
20010623,2001,1397.72,2.51
20010624,2001,-494.59,757.99
20010625,2001,794.39,583.01
20010626,2001,700.78,672.86
20010627,2001,677.48,624.24
20010628,2001,1425.54,599.01
20010629,2001,-466.26,102.41
20010630,2001,892.96,235.22
20010701,2001,1127.36,463.92
20010702,2001,519.61,334.39
20010703,2001,167.93,783.06
20010704,2001,1081.68,675.27
20010705,2001,-305.51,311.47
20010706,2001,384.07,951.09
20010707,2001,539.90,644.24
20010708,2001,887.91,846.63
20010709,2001,-318.23,904.59
20010710,2001,-44.48,197.63
20010711,2001,320.60,397.73
20010712,2001,746.59,60.97
20010713,2001,1273.92,147.82
20010714,2001,737.65,587.47
20010715,2001,-233.08,517.13
20010716,2001,1461.16,437.52
20010717,2001,1243.57,716.96
20010718,2001,505.44,265.91
20010719,2001,1344.70,414.45
20010720,2001,582.76,938.22
20010721,2001,1346.61,567.09
20010722,2001,1159.79,681.43
20010723,2001,1436.57,745.50
20010724,2001,1339.57,446.71
20010725,2001,-427.93,430.81
20010726,2001,-150.46,470.20
20010727,2001,278.27,862.02
20010728,2001,1404.29,363.62
20010729,2001,100.06,885.28
20010730,2001,-179.06,40.92
20010731,2001,1272.61,252.84
20010801,2001,392.79,897.39
20010802,2001,1315.75,932.77
20010803,2001,-179.54,207.67
20010804,2001,822.24,217.16
20010805,2001,380.53,754.25
20010806,2001,-347.03,361.47
20010807,2001,892.93,205.66
20010808,2001,-5.20,227.24
20010809,2001,-420.77,304.18
20010810,2001,-380.11,832.99
20010811,2001,-377.84,456.38
20010812,2001,1315.47,127.09
20010813,2001,979.77,371.54
20010814,2001,1296.12,323.17
20010815,2001,845.16,76.10
20010816,2001,557.88,823.29
20010817,2001,108.89,731.35
20010818,2001,1495.92,435.56
20010819,2001,224.38,701.54
20010820,2001,441.30,338.71
20010821,2001,256.49,935.84
20010822,2001,1459.05,500.78
20010823,2001,-150.68,111.20
20010824,2001,155.98,475.18
20010825,2001,860.70,360.13
20010826,2001,-373.58,34.10
20010827,2001,714.50,349.71
20010828,2001,455.29,976.34
20010829,2001,68.00,259.65
20010830,2001,-23.17,724.00
20010831,2001,529.03,154.14
20010901,2001,235.86,169.32
20010902,2001,413.04,296.49
20010903,2001,174.95,14.61
20010904,2001,1440.99,483.65
20010905,2001,-233.12,969.83
20010906,2001,-306.39,281.53
20010907,2001,186.78,669.83
20010908,2001,682.05,844.28
20010909,2001,818.35,939.46
20010910,2001,294.51,25.33
20010911,2001,1498.56,845.12
20010912,2001,203.79,81.40
20010913,2001,942.81,313.39
20010914,2001,775.17,742.65
20010915,2001,1126.11,368.24
20010916,2001,1452.45,56.52
20010917,2001,1279.59,743.25
20010918,2001,1029.12,556.77
20010919,2001,896.50,465.26
20010920,2001,171.00,413.56
20010921,2001,-204.63,628.16
20010922,2001,-374.73,917.05
20010923,2001,-16.20,420.46
20010924,2001,364.56,387.61
20010925,2001,543.99,361.27
20010926,2001,1046.17,199.19
20010927,2001,1417.48,832.76
20010928,2001,-265.36,230.16
20010929,2001,-285.99,554.41
20010930,2001,679.39,781.34
20011001,2001,990.80,25.79
20011002,2001,1196.30,503.51
20011003,2001,1371.66,402.22
20011004,2001,1466.85,72.78
20011005,2001,299.60,818.72
20011006,2001,260.67,402.99
20011007,2001,-204.38,372.70
20011008,2001,869.87,673.42
20011009,2001,813.52,443.48
20011010,2001,1224.13,372.08
20011011,2001,-305.48,562.44
20011012,2001,495.55,361.24
20011013,2001,662.16,753.64
20011014,2001,-16.89,758.29
20011015,2001,-161.95,755.04
20011016,2001,1219.16,790.35
20011017,2001,-382.93,543.47
20011018,2001,441.24,820.07
20011019,2001,-268.33,268.48
20011020,2001,414.12,914.39
20011021,2001,1459.92,402.04
20011022,2001,347.41,530.22
20011023,2001,1214.25,166.25
20011024,2001,-265.37,35.04
20011025,2001,42.50,91.75
20011026,2001,307.59,2.18
20011027,2001,299.62,770.63
20011028,2001,842.77,759.63
20011029,2001,189.44,416.76
20011030,2001,927.53,608.63
20011031,2001,778.37,150.04
20011101,2001,298.32,844.55
20011102,2001,363.52,621.07
20011103,2001,729.06,352.37
20011104,2001,-359.92,856.29
20011105,2001,1144.81,710.63
20011106,2001,806.84,418.28
20011107,2001,952.68,363.12
20011108,2001,573.85,201.52
20011109,2001,-279.05,174.79
20011110,2001,310.07,451.48
20011111,2001,310.75,369.98
20011112,2001,142.09,61.39
20011113,2001,-440.10,310.15
20011114,2001,974.51,133.74
20011115,2001,-280.43,802.08
20011116,2001,712.62,478.22
20011117,2001,906.43,184.15
20011118,2001,769.57,161.43
20011119,2001,1418.28,818.63
20011120,2001,-293.40,556.79
20011121,2001,1234.33,502.92
20011122,2001,-441.62,448.00
20011123,2001,569.83,744.50
20011124,2001,308.49,550.32
20011125,2001,548.37,119.33
20011126,2001,230.20,69.46
20011127,2001,-118.87,267.87
20011128,2001,-461.75,973.26
20011129,2001,536.30,81.67
20011130,2001,1185.55,537.99
20011201,2001,246.43,920.86
20011202,2001,-54.27,76.86
20011203,2001,-338.94,190.26
20011204,2001,-329.38,620.99
20011205,2001,-57.21,13.83
20011206,2001,-299.97,926.25
20011207,2001,30.08,107.36
20011208,2001,-367.70,60.43
20011209,2001,-368.79,192.23
20011210,2001,1212.55,610.34
20011211,2001,-175.76,941.06
20011212,2001,619.36,479.07
20011213,2001,1046.91,535.27
20011214,2001,412.82,443.08
20011215,2001,-193.26,536.35
20011216,2001,-100.81,269.35
20011217,2001,365.97,694.93
20011218,2001,556.47,709.93
20011219,2001,198.88,520.84
20011220,2001,1062.96,859.51
20011221,2001,1002.04,660.80
20011222,2001,1354.42,493.50
20011223,2001,-442.09,842.11
20011224,2001,1291.38,584.32
20011225,2001,285.14,76.00
20011226,2001,1256.74,802.61
20011227,2001,881.57,845.59
20011228,2001,1474.70,48.08
20011229,2001,1018.56,770.42
20011230,2001,229.09,980.86
20011231,2001,502.13,790.73
20020101,2002,252.78,397.88
20020102,2002,229.82,717.73
20020103,2002,21.81,292.17
20020104,2002,491.94,657.75
20020105,2002,863.48,517.52
20020106,2002,54.68,662.23
20020107,2002,548.76,413.84
20020108,2002,-265.24,154.17
20020109,2002,-180.31,421.04
20020110,2002,-406.39,477.41
20020111,2002,1441.46,677.86
20020112,2002,-492.28,284.51
20020113,2002,-142.84,645.65
20020114,2002,725.73,233.84
20020115,2002,-337.26,764.91
20020116,2002,1263.79,722.11
20020117,2002,939.24,117.75
20020118,2002,1432.78,592.65
20020119,2002,515.27,88.05
20020120,2002,100.81,969.12
20020121,2002,599.00,339.24
20020122,2002,1361.64,20.26
20020123,2002,541.52,503.62
20020124,2002,34.41,121.86
20020125,2002,1254.80,650.94
20020126,2002,243.84,731.01
20020127,2002,-497.23,859.27
20020128,2002,-4.63,888.64
20020129,2002,136.47,309.45
20020130,2002,1217.55,357.76
20020131,2002,417.01,974.47
20020201,2002,389.17,433.92
20020202,2002,172.20,404.71
20020203,2002,1261.36,925.36
20020204,2002,1390.05,187.30
20020205,2002,1483.78,474.08
20020206,2002,253.48,485.43
20020207,2002,1432.29,742.53
20020208,2002,1083.76,435.41
20020209,2002,851.38,863.22
20020210,2002,-10.22,670.25
20020211,2002,-67.09,930.97
20020212,2002,-167.90,262.02
20020213,2002,1345.51,812.40
20020214,2002,88.15,116.77
20020215,2002,406.19,801.93
20020216,2002,487.92,848.73
20020217,2002,1056.34,406.60
20020218,2002,1188.47,700.01
20020219,2002,-221.85,968.70
20020220,2002,353.81,184.93
20020221,2002,1185.71,618.14
20020222,2002,1136.07,47.43
20020223,2002,-295.17,338.60
20020224,2002,-187.23,141.19
20020225,2002,108.40,536.78
20020226,2002,-349.28,603.22
20020227,2002,349.33,989.41
20020228,2002,-284.76,966.80
20020301,2002,636.44,882.66
20020302,2002,-6.89,567.48
20020303,2002,692.87,886.06
20020304,2002,-264.95,354.92
20020305,2002,1451.77,200.93
20020306,2002,1365.12,526.05
20020307,2002,283.59,531.21
20020308,2002,-15.64,910.07
20020309,2002,0.80,5.74
20020310,2002,466.79,855.55
20020311,2002,-420.01,608.24
20020312,2002,779.41,939.64
20020313,2002,316.61,745.22
20020314,2002,254.81,366.26
20020315,2002,1118.73,634.80
20020316,2002,918.07,369.72
20020317,2002,1408.67,921.57
20020318,2002,203.87,19.68
20020319,2002,1295.09,554.79
20020320,2002,1039.93,507.33
20020321,2002,214.85,190.14
20020322,2002,743.33,428.15
20020323,2002,77.14,296.89
20020324,2002,1248.80,670.41
20020325,2002,-275.15,753.13
20020326,2002,-75.13,771.40
20020327,2002,-133.93,394.35
20020328,2002,306.05,191.39
20020329,2002,990.47,294.05
20020330,2002,553.81,534.73
20020331,2002,475.35,615.30
20020401,2002,-498.91,794.87
20020402,2002,350.80,719.74
20020403,2002,-372.89,174.37
20020404,2002,-83.49,743.99
20020405,2002,1364.79,115.11
20020406,2002,-69.20,917.75
20020407,2002,1216.68,689.77
20020408,2002,1105.79,111.91
20020409,2002,-181.71,836.58
20020410,2002,711.42,678.42
20020411,2002,-268.68,711.90
20020412,2002,955.78,487.43
20020413,2002,774.92,604.71
20020414,2002,1123.88,428.11
20020415,2002,458.77,567.51
20020416,2002,1329.73,789.79
20020417,2002,-401.30,199.76
20020418,2002,85.78,875.90
20020419,2002,930.11,306.01
20020420,2002,336.22,147.57
20020421,2002,-154.10,634.55
20020422,2002,-285.58,524.41
20020423,2002,1134.68,291.53
20020424,2002,446.29,628.17
20020425,2002,1264.57,714.35
20020426,2002,966.58,272.59
20020427,2002,319.45,116.64
20020428,2002,247.02,510.31
20020429,2002,531.28,282.98
20020430,2002,1278.12,325.23
20020501,2002,974.56,493.97
20020502,2002,-489.69,731.20
20020503,2002,888.32,14.96
20020504,2002,1339.01,478.22
20020505,2002,920.91,123.49
20020506,2002,-145.99,853.23
20020507,2002,467.04,259.78
20020508,2002,-219.37,404.00
20020509,2002,217.99,47.42
20020510,2002,1374.23,149.14
20020511,2002,1346.61,1.79
20020512,2002,65.67,360.04
20020513,2002,179.26,810.69
20020514,2002,700.43,575.78
20020515,2002,1426.39,839.91
20020516,2002,-204.40,175.46
20020517,2002,13.83,677.34
20020518,2002,1247.11,745.86
20020519,2002,483.78,344.00
20020520,2002,1297.92,114.30
20020521,2002,-128.96,742.20
20020522,2002,565.34,521.47
20020523,2002,152.54,469.73
20020524,2002,133.09,837.11
20020525,2002,393.75,492.91
20020526,2002,366.15,294.98
20020527,2002,214.69,748.43
20020528,2002,1329.94,269.85
20020529,2002,963.49,276.29
20020530,2002,955.09,208.73
20020531,2002,79.83,103.39
20020601,2002,655.42,801.58
20020602,2002,1058.36,700.68
20020603,2002,1091.18,383.21
20020604,2002,189.06,724.98
20020605,2002,1041.75,961.25
20020606,2002,971.79,466.25
20020607,2002,-216.99,488.29
20020608,2002,1231.89,529.06
20020609,2002,382.64,266.56
20020610,2002,472.82,248.00
20020611,2002,396.74,488.38
20020612,2002,635.69,500.73
20020613,2002,742.34,289.28
20020614,2002,496.36,582.31
20020615,2002,1233.58,770.79
20020616,2002,755.47,689.58
20020617,2002,302.86,147.11
20020618,2002,333.38,642.39
20020619,2002,1121.68,3.42
